timestamp,service_name,metric_name,value
1692569600,recommendationservice,latency,0.0533
1692569660,recommendationservice,latency,0.0495
1692569720,recommendationservice,latency,0.0479
1692569780,recommendationservice,latency,0.0496
1692569840,recommendationservice,latency,0.0416
1692569900,recommendationservice,latency,0.0428
1692569960,recommendationservice,latency,0.0434
1692570020,recommendationservice,latency,0.045
1692570080,recommendationservice,latency,0.052
1692570140,recommendationservice,latency,0.0455
1692570200,recommendationservice,latency,0.0481
1692570260,recommendationservice,latency,0.0565
1692570320,recommendationservice,latency,0.0482
1692570380,recommendationservice,latency,0.0537
1692570440,recommendationservice,latency,0.0453
1692570500,recommendationservice,latency,0.049
1692570560,recommendationservice,latency,0.0452
1692570620,recommendationservice,latency,0.0483
1692570680,recommendationservice,latency,0.0542
1692570740,recommendationservice,latency,0.0414
1692569000,checkoutservice,cpu,15.6516
1692569060,checkoutservice,cpu,15.3566
1692569120,checkoutservice,cpu,14.1088
1692569180,checkoutservice,cpu,12.8309
1692569240,checkoutservice,cpu,15.1082
1692569300,checkoutservice,cpu,14.2058
1692569360,checkoutservice,cpu,15.349
1692569420,checkoutservice,cpu,15.0328
1692569480,checkoutservice,cpu,17.4027
1692569540,checkoutservice,cpu,14.641
1692569600,checkoutservice,cpu,13.4648
1692569660,checkoutservice,cpu,15.2689
1692569720,checkoutservice,cpu,15.33
1692569780,checkoutservice,cpu,17.0388
1692569840,checkoutservice,cpu,16.2527
1692569900,checkoutservice,cpu,15.5353
1692569960,checkoutservice,cpu,17.195
1692570020,checkoutservice,cpu,13.2169
1692570080,checkoutservice,cpu,14.0404
1692570140,checkoutservice,cpu,13.6101
1692570200,checkoutservice,cpu,14.4153
1692570260,checkoutservice,cpu,12.935
1692570320,checkoutservice,cpu,15.9527
1692570380,checkoutservice,cpu,14.6667
1692570440,checkoutservice,cpu,12.7938
1692570500,checkoutservice,cpu,13.4766
1692570560,checkoutservice,cpu,15.4703
1692570620,checkoutservice,cpu,16.2572
1692570680,checkoutservice,cpu,17.9951
1692570740,checkoutservice,cpu,19.3708
1692569000,checkoutservice,mem,40.8288
1692569060,checkoutservice,mem,38.0209
1692569120,checkoutservice,mem,35.7359
1692569180,checkoutservice,mem,40.5354
1692569240,checkoutservice,mem,38.3741
1692569300,checkoutservice,mem,39.1693
1692569360,checkoutservice,mem,38.7758
1692569420,checkoutservice,mem,39.7184
1692569480,checkoutservice,mem,42.132
1692569540,checkoutservice,mem,40.3141
1692569600,checkoutservice,mem,39.6827
1692569660,checkoutservice,mem,37.9287
1692569720,checkoutservice,mem,36.6506
1692569780,checkoutservice,mem,39.0274
1692569840,checkoutservice,mem,39.8924
1692569900,checkoutservice,mem,43.5359
1692569960,checkoutservice,mem,40.2605
1692570020,checkoutservice,mem,41.9655
1692570080,checkoutservice,mem,39.0014
1692570140,checkoutservice,mem,37.6301
1692570200,checkoutservice,mem,38.0698
1692570260,checkoutservice,mem,38.5495
1692570320,checkoutservice,mem,44.2569
1692570380,checkoutservice,mem,38.3572
1692570440,checkoutservice,mem,41.677
1692570500,checkoutservice,mem,38.1941
1692570560,checkoutservice,mem,41.8631
1692570620,checkoutservice,mem,40.7699
1692570680,checkoutservice,mem,39.6867
1692570740,checkoutservice,mem,39.9185
1692569000,checkoutservice,latency,0.0467
1692569060,checkoutservice,latency,0.0522
1692569120,checkoutservice,latency,0.0477
1692569180,checkoutservice,latency,0.0439
1692569240,checkoutservice,latency,0.0436
1692569300,checkoutservice,latency,0.0509
1692569360,checkoutservice,latency,0.0579
1692569420,checkoutservice,latency,0.0508
1692569480,checkoutservice,latency,0.0494
1692569540,checkoutservice,latency,0.0514
1692569600,checkoutservice,latency,0.0565
1692569660,checkoutservice,latency,0.0511
1692569720,checkoutservice,latency,0.0479
1692569780,checkoutservice,latency,0.0521
1692569840,checkoutservice,latency,0.0709
1692569900,checkoutservice,latency,0.0832
1692569960,checkoutservice,latency,0.1186
1692570020,checkoutservice,latency,0.1281
1692570080,checkoutservice,latency,0.1445
1692570140,checkoutservice,latency,0.1732
1692570200,checkoutservice,latency,0.19
1692570260,checkoutservice,latency,0.2117
1692570320,checkoutservice,latency,0.2305
1692570380,checkoutservice,latency,0.2397
1692570440,checkoutservice,latency,0.2658
1692570500,checkoutservice,latency,0.2856
1692570560,checkoutservice,latency,0.3146
1692570620,checkoutservice,latency,0.3302
1692570680,checkoutservice,latency,0.3484
1692570740,checkoutservice,latency,0.3727
1692569000,frontend,cpu,17.0061
1692569060,frontend,cpu,14.7682
1692569120,frontend,cpu,13.9561
1692569180,frontend,cpu,14.6642
1692569240,frontend,cpu,15.3637
1692569300,frontend,cpu,15.2649
1692569360,frontend,cpu,13.3734
1692569420,frontend,cpu,15.1357
1692569480,frontend,cpu,15.3423
1692569540,frontend,cpu,18.7762
1692569600,frontend,cpu,17.8153
1692569660,frontend,cpu,13.7201
1692569720,frontend,cpu,14.5689
1692569780,frontend,cpu,12.8048
1692569840,frontend,cpu,14.1139
1692569900,frontend,cpu,15.4734
1692569960,frontend,cpu,16.8088
1692570020,frontend,cpu,13.9064
1692570080,frontend,cpu,14.0188
1692570140,frontend,cpu,11.7791
1692570200,frontend,cpu,14.756
1692570260,frontend,cpu,13.4064
1692570320,frontend,cpu,14.2058
1692570380,frontend,cpu,13.6847
1692570440,frontend,cpu,14.8586
1692570500,frontend,cpu,12.3634
1692570560,frontend,cpu,12.7994
1692570620,frontend,cpu,18.1939
1692570680,frontend,cpu,13.0689
1692570740,frontend,cpu,13.3548
1692569000,frontend,mem,43.6738
1692569060,frontend,mem,45.8101
1692569120,frontend,mem,37.6569
1692569180,frontend,mem,39.2635
1692569240,frontend,mem,40.6831
1692569300,frontend,mem,43.4574
1692569360,frontend,mem,38.0263
1692569420,frontend,mem,39.5094
1692569480,frontend,mem,41.5547
1692569540,frontend,mem,40.8695
1692569600,frontend,mem,39.2477
1692569660,frontend,mem,39.7324
1692569720,frontend,mem,37.2502
1692569780,frontend,mem,39.5237
1692569840,frontend,mem,39.4672
1692569900,frontend,mem,40.4643
1692569960,frontend,mem,38.8893
1692570020,frontend,mem,40.9431
1692570080,frontend,mem,42.0254
1692570140,frontend,mem,40.3109
1692570200,frontend,mem,40.7035
1692570260,frontend,mem,40.1063
1692570320,frontend,mem,40.0002
1692570380,frontend,mem,38.5569
1692570440,frontend,mem,40.633
1692570500,frontend,mem,39.8054
1692570560,frontend,mem,44.1863
1692570620,frontend,mem,43.1467
1692570680,frontend,mem,40.7717
1692570740,frontend,mem,38.4739
1692569000,frontend,latency,0.0444
1692569060,frontend,latency,0.056
1692569120,frontend,latency,0.0513
1692569180,frontend,latency,0.0524
1692569240,frontend,latency,0.0413
1692569300,frontend,latency,0.0546
1692569360,frontend,latency,0.0523
1692569420,frontend,latency,0.0444
1692569480,frontend,latency,0.0476
1692569540,frontend,latency,0.0513
1692569600,frontend,latency,0.0503
1692569660,frontend,latency,0.0485
1692569720,frontend,latency,0.0495
1692569780,frontend,latency,0.0487
1692569840,frontend,latency,0.0508
1692569900,frontend,latency,0.0574
1692569960,frontend,latency,0.0372
1692570020,frontend,latency,0.0488
1692570080,frontend,latency,0.0509
1692570140,frontend,latency,0.0515
1692570200,frontend,latency,0.0481
1692570260,frontend,latency,0.0412
1692570320,frontend,latency,0.0516
1692570380,frontend,latency,0.0586
1692570440,frontend,latency,0.0423
1692570500,frontend,latency,0.0543
1692570560,frontend,latency,0.0484
1692570620,frontend,latency,0.0497
1692570680,frontend,latency,0.0447
1692570740,frontend,latency,0.0483
1692569000,cartservice,cpu,16.9501
1692569060,cartservice,cpu,15.874
1692569120,cartservice,cpu,17.5985
1692569180,cartservice,cpu,16.7661
1692569240,cartservice,cpu,15.6586
1692569300,cartservice,cpu,17.6159
1692569360,cartservice,cpu,15.6585
1692569420,cartservice,cpu,16.242
1692569480,cartservice,cpu,14.5551
1692569540,cartservice,cpu,15.0998
1692569600,cartservice,cpu,13.9539
1692569660,cartservice,cpu,16.4844
1692569720,cartservice,cpu,13.2325
1692569780,cartservice,cpu,16.1735
1692569840,cartservice,cpu,14.714
1692569900,cartservice,cpu,16.7569
1692569960,cartservice,cpu,16.1263
1692570020,cartservice,cpu,17.731
1692570080,cartservice,cpu,16.0962
1692570140,cartservice,cpu,12.6419
1692570200,cartservice,cpu,14.8996
1692570260,cartservice,cpu,13.242
1692570320,cartservice,cpu,14.2226
1692570380,cartservice,cpu,17.2668
1692570440,cartservice,cpu,15.9563
1692570500,cartservice,cpu,13.9516
1692570560,cartservice,cpu,13.4794
1692570620,cartservice,cpu,15.0492
1692570680,cartservice,cpu,13.1752
1692570740,cartservice,cpu,13.9933
1692569000,cartservice,mem,40.624
1692569060,cartservice,mem,42.3106
1692569120,cartservice,mem,41.2175
1692569180,cartservice,mem,35.4174
1692569240,cartservice,mem,40.6087
1692569300,cartservice,mem,40.1441
1692569360,cartservice,mem,40.8278
1692569420,cartservice,mem,43.2324
1692569480,cartservice,mem,35.8735
1692569540,cartservice,mem,38.8178
1692569600,cartservice,mem,41.1818
1692569660,cartservice,mem,36.8368
1692569720,cartservice,mem,42.9519
1692569780,cartservice,mem,40.7367
1692569840,cartservice,mem,41.6932
1692569900,cartservice,mem,38.8581
1692569960,cartservice,mem,41.6275
1692570020,cartservice,mem,42.1369
1692570080,cartservice,mem,40.4658
1692570140,cartservice,mem,40.4688
1692570200,cartservice,mem,40.5407
1692570260,cartservice,mem,38.2733
1692570320,cartservice,mem,39.7049
1692570380,cartservice,mem,39.695
1692570440,cartservice,mem,40.7668
1692570500,cartservice,mem,41.9996
1692570560,cartservice,mem,37.8829
1692570620,cartservice,mem,39.75
1692570680,cartservice,mem,42.9629
1692570740,cartservice,mem,38.5128
1692569000,cartservice,latency,0.0459
1692569060,cartservice,latency,0.051
1692569120,cartservice,latency,0.0542
1692569180,cartservice,latency,0.0501
1692569240,cartservice,latency,0.0566
1692569300,cartservice,latency,0.0543
1692569360,cartservice,latency,0.0542
1692569420,cartservice,latency,0.0528
1692569480,cartservice,latency,0.0616
1692569540,cartservice,latency,0.049
1692569600,cartservice,latency,0.04
1692569660,cartservice,latency,0.058
1692569720,cartservice,latency,0.0477
1692569780,cartservice,latency,0.0505
1692569840,cartservice,latency,0.0565
1692569900,cartservice,latency,0.042
1692569960,cartservice,latency,0.0437
1692570020,cartservice,latency,0.042
1692570080,cartservice,latency,0.046
1692570140,cartservice,latency,0.0522
1692570200,cartservice,latency,0.0526
1692570260,cartservice,latency,0.0514
1692570320,cartservice,latency,0.0429
1692570380,cartservice,latency,0.0384
1692570440,cartservice,latency,0.0503
1692570500,cartservice,latency,0.0476
1692570560,cartservice,latency,0.0523
1692570620,cartservice,latency,0.0535
1692570680,cartservice,latency,0.0507
1692570740,cartservice,latency,0.0538
1692569000,paymentservice,cpu,15.3438
1692569060,paymentservice,cpu,15.7951
1692569120,paymentservice,cpu,13.943
1692569180,paymentservice,cpu,14.7306
1692569240,paymentservice,cpu,15.2952
1692569300,paymentservice,cpu,16.2308
1692569360,paymentservice,cpu,14.4094
1692569420,paymentservice,cpu,15.7818
1692569480,paymentservice,cpu,14.6012
1692569540,paymentservice,cpu,14.8237
1692569600,paymentservice,cpu,16.2443
1692569660,paymentservice,cpu,12.0104
1692569720,paymentservice,cpu,13.0553
1692569780,paymentservice,cpu,12.7767
1692569840,paymentservice,cpu,11.4996
1692569900,paymentservice,cpu,13.9826
1692569960,paymentservice,cpu,16.1242
1692570020,paymentservice,cpu,14.5727
1692570080,paymentservice,cpu,15.2967
1692570140,paymentservice,cpu,16.6338
1692570200,paymentservice,cpu,16.9915
1692570260,paymentservice,cpu,14.8963
1692570320,paymentservice,cpu,17.0304
1692570380,paymentservice,cpu,15.1382
1692570440,paymentservice,cpu,13.7439
1692570500,paymentservice,cpu,14.1084
1692570560,paymentservice,cpu,12.7792
1692570620,paymentservice,cpu,13.6678
1692570680,paymentservice,cpu,14.463
1692570740,paymentservice,cpu,16.2054
1692569000,paymentservice,mem,43.4415
1692569060,paymentservice,mem,37.2356
1692569120,paymentservice,mem,40.7857
1692569180,paymentservice,mem,37.9189
1692569240,paymentservice,mem,40.9494
1692569300,paymentservice,mem,39.7378
1692569360,paymentservice,mem,36.3382
1692569420,paymentservice,mem,41.8566
1692569480,paymentservice,mem,38.79
1692569540,paymentservice,mem,38.9322
1692569600,paymentservice,mem,37.8605
1692569660,paymentservice,mem,38.6914
1692569720,paymentservice,mem,40.8558
1692569780,paymentservice,mem,39.6215
1692569840,paymentservice,mem,40.6573
1692569900,paymentservice,mem,40.7238
1692569960,paymentservice,mem,42.6413
1692570020,paymentservice,mem,39.3144
1692570080,paymentservice,mem,37.0463
1692570140,paymentservice,mem,42.1344
1692570200,paymentservice,mem,39.337
1692570260,paymentservice,mem,42.2292
1692570320,paymentservice,mem,40.7668
1692570380,paymentservice,mem,39.7377
1692570440,paymentservice,mem,40.6976
1692570500,paymentservice,mem,43.902
1692570560,paymentservice,mem,44.154
1692570620,paymentservice,mem,40.1388
1692570680,paymentservice,mem,40.3204
1692570740,paymentservice,mem,42.1525
1692569000,paymentservice,latency,0.0458
1692569060,paymentservice,latency,0.0517
1692569120,paymentservice,latency,0.0499
1692569180,paymentservice,latency,0.0516
1692569240,paymentservice,latency,0.0458
1692569300,paymentservice,latency,0.0421
1692569360,paymentservice,latency,0.0396
1692569420,paymentservice,latency,0.0444
1692569480,paymentservice,latency,0.0477
1692569540,paymentservice,latency,0.0485
1692569600,paymentservice,latency,0.0597
1692569660,paymentservice,latency,0.0555
1692569720,paymentservice,latency,0.0452
1692569780,paymentservice,latency,0.0517
1692569840,paymentservice,latency,0.048
1692569900,paymentservice,latency,0.0486
1692569960,paymentservice,latency,0.0509
1692570020,paymentservice,latency,0.0531
1692570080,paymentservice,latency,0.0483
1692570140,paymentservice,latency,0.0553
1692570200,paymentservice,latency,0.0443
1692570260,paymentservice,latency,0.05
1692570320,paymentservice,latency,0.063
1692570380,paymentservice,latency,0.0511
1692570440,paymentservice,latency,0.0572
1692570500,paymentservice,latency,0.0505
1692570560,paymentservice,latency,0.0529
1692570620,paymentservice,latency,0.0497
1692570680,paymentservice,latency,0.0491
1692570740,paymentservice,latency,0.0461
