timestamp,service_name,metric_name,value
1692570260,checkoutservice,cpu,15.5306
1692570320,checkoutservice,cpu,15.1911
1692570380,checkoutservice,cpu,14.8857
1692570440,checkoutservice,cpu,16.7066
1692570500,checkoutservice,cpu,13.6025
1692570560,checkoutservice,cpu,13.9096
1692570620,checkoutservice,cpu,13.3251
1692570680,checkoutservice,cpu,17.0018
1692570740,checkoutservice,cpu,14.5597
1692569000,checkoutservice,mem,37.9252
1692569060,checkoutservice,mem,39.1619
1692569120,checkoutservice,mem,44.9993
1692569180,checkoutservice,mem,39.7851
1692569240,checkoutservice,mem,41.7
1692569300,checkoutservice,mem,40.9304
1692569360,checkoutservice,mem,39.9752
1692569420,checkoutservice,mem,38.6146
1692569480,checkoutservice,mem,39.3314
1692569540,checkoutservice,mem,39.2911
1692569600,checkoutservice,mem,35.5814
1692569660,checkoutservice,mem,45.1803
1692569720,checkoutservice,mem,41.8497
1692569780,checkoutservice,mem,40.2326
1692569840,checkoutservice,mem,39.5933
1692569900,checkoutservice,mem,38.4207
1692569960,checkoutservice,mem,41.8992
1692570020,checkoutservice,mem,39.6263
1692570080,checkoutservice,mem,40.9585
1692570140,checkoutservice,mem,37.225
1692570200,checkoutservice,mem,40.757
1692570260,checkoutservice,mem,44.0006
1692570320,checkoutservice,mem,39.4207
1692570380,checkoutservice,mem,41.5999
1692570440,checkoutservice,mem,40.0707
1692570500,checkoutservice,mem,42.2104
1692570560,checkoutservice,mem,42.1348
1692570620,checkoutservice,mem,40.1233
1692570680,checkoutservice,mem,38.8808
1692570740,checkoutservice,mem,40.5735
1692569000,checkoutservice,latency,0.0502
1692569060,checkoutservice,latency,0.0469
1692569120,checkoutservice,latency,0.0523
1692569180,checkoutservice,latency,0.0522
1692569240,checkoutservice,latency,0.0456
1692569300,checkoutservice,latency,0.0494
1692569360,checkoutservice,latency,0.0646
1692569420,checkoutservice,latency,0.0541
1692569480,checkoutservice,latency,0.0505
1692569540,checkoutservice,latency,0.0626
1692569600,checkoutservice,latency,0.0477
1692569660,checkoutservice,latency,0.0376
1692569720,checkoutservice,latency,0.3284
1692569780,checkoutservice,latency,0.5281
1692569840,checkoutservice,latency,0.5394
1692569900,checkoutservice,latency,0.4705
1692569960,checkoutservice,latency,0.4846
1692570020,checkoutservice,latency,0.4637
1692570080,checkoutservice,latency,0.4723
1692570140,checkoutservice,latency,0.5241
1692570200,checkoutservice,latency,0.5367
1692570260,checkoutservice,latency,0.5831
1692570320,checkoutservice,latency,0.3468
1692570380,checkoutservice,latency,0.5521
1692570440,checkoutservice,latency,0.5178
1692570500,checkoutservice,latency,0.4776
1692570560,checkoutservice,latency,0.4768
1692570620,checkoutservice,latency,0.4155
1692570680,checkoutservice,latency,0.3628
1692570740,checkoutservice,latency,0.2665
1692569000,frontend,cpu,12.9916
1692569060,frontend,cpu,16.1991
1692569120,frontend,cpu,15.1327
1692569180,frontend,cpu,13.8641
1692569240,frontend,cpu,13.0723
1692569300,frontend,cpu,14.829
1692569360,frontend,cpu,14.7606
1692569420,frontend,cpu,14.1541
1692569480,frontend,cpu,14.6321
1692569540,frontend,cpu,13.8552
1692569600,frontend,cpu,17.7048
1692569660,frontend,cpu,11.4496
1692569720,frontend,cpu,15.1833
1692569780,frontend,cpu,13.4784
1692569840,frontend,cpu,16.0598
1692569900,frontend,cpu,14.6473
1692569960,frontend,cpu,15.549
1692570020,frontend,cpu,15.7974
1692570080,frontend,cpu,15.308
1692570140,frontend,cpu,16.4866
1692570200,frontend,cpu,12.9128
1692570260,frontend,cpu,16.4275
1692570320,frontend,cpu,14.6716
1692570380,frontend,cpu,15.571
1692570440,frontend,cpu,17.3348
1692570500,frontend,cpu,16.6866
1692570560,frontend,cpu,17.9759
1692570620,frontend,cpu,11.6241
1692570680,frontend,cpu,13.5662
1692570740,frontend,cpu,16.4463
1692569000,frontend,mem,37.7386
1692569060,frontend,mem,39.6348
1692569120,frontend,mem,43.4158
1692569180,frontend,mem,41.7494
1692569240,frontend,mem,38.0755
1692569300,frontend,mem,40.9076
1692569360,frontend,mem,41.2906
1692569420,frontend,mem,40.1348
1692569480,frontend,mem,39.799
1692569540,frontend,mem,40.2831
1692569600,frontend,mem,36.999
1692569660,frontend,mem,40.253
1692569720,frontend,mem,38.0662
1692569780,frontend,mem,40.7871
1692569840,frontend,mem,40.8584
1692569900,frontend,mem,38.2144
1692569960,frontend,mem,41.2253
1692570020,frontend,mem,40.7116
1692570080,frontend,mem,39.9158
1692570140,frontend,mem,41.4516
1692570200,frontend,mem,39.3744
1692570260,frontend,mem,39.4317
1692570320,frontend,mem,40.1556
1692570380,frontend,mem,39.8816
1692570440,frontend,mem,42.2843
1692570500,frontend,mem,35.2521
1692570560,frontend,mem,39.3791
1692570620,frontend,mem,35.9701
1692570680,frontend,mem,38.9475
1692570740,frontend,mem,40.4645
1692569000,frontend,latency,0.0499
1692569060,frontend,latency,0.0547
1692569120,frontend,latency,0.0514
1692569180,frontend,latency,0.0361
1692569240,frontend,latency,0.0442
1692569300,frontend,latency,0.0576
1692569360,frontend,latency,0.0576
1692569420,frontend,latency,0.0503
1692569480,frontend,latency,0.042
1692569540,frontend,latency,0.0606
1692569600,frontend,latency,0.0392
1692569660,frontend,latency,0.0513
1692569720,frontend,latency,0.0494
1692569780,frontend,latency,0.0509
1692569840,frontend,latency,0.0438
1692569900,frontend,latency,0.0476
1692569960,frontend,latency,0.055
1692570020,frontend,latency,0.0472
1692570080,frontend,latency,0.0427
1692570140,frontend,latency,0.0495
1692570200,frontend,latency,0.05
1692570260,frontend,latency,0.0489
1692570320,frontend,latency,0.0456
1692570380,frontend,latency,0.0523
1692570440,frontend,latency,0.0489
1692570500,frontend,latency,0.0437
1692570560,frontend,latency,0.0507
1692570620,frontend,latency,0.0494
1692570680,frontend,latency,0.0503
1692570740,frontend,latency,0.041
1692569000,cartservice,cpu,13.7133
1692569060,cartservice,cpu,15.5595
1692569120,cartservice,cpu,16.2772
1692569180,cartservice,cpu,15.4027
1692569240,cartservice,cpu,15.1274
1692569300,cartservice,cpu,15.9862
1692569360,cartservice,cpu,16.3796
1692569420,cartservice,cpu,17.5634
1692569480,cartservice,cpu,15.6242
1692569540,cartservice,cpu,14.0732
1692569600,cartservice,cpu,15.6499
1692569660,cartservice,cpu,12.0085
1692569720,cartservice,cpu,15.0303
1692569780,cartservice,cpu,14.2839
1692569840,cartservice,cpu,14.9226
1692569900,cartservice,cpu,15.6995
1692569960,cartservice,cpu,15.0429
1692570020,cartservice,cpu,12.7916
1692570080,cartservice,cpu,14.435
1692570140,cartservice,cpu,13.7714
1692570200,cartservice,cpu,14.9472
1692570260,cartservice,cpu,15.5216
1692570320,cartservice,cpu,13.5356
1692570380,cartservice,cpu,16.0854
1692570440,cartservice,cpu,16.9399
1692570500,cartservice,cpu,14.5817
1692570560,cartservice,cpu,16.0822
1692570620,cartservice,cpu,12.7657
1692570680,cartservice,cpu,14.1787
1692570740,cartservice,cpu,16.4366
1692569000,cartservice,mem,36.4565
1692569060,cartservice,mem,38.9752
1692569120,cartservice,mem,38.1958
1692569180,cartservice,mem,42.2876
1692569240,cartservice,mem,42.2815
1692569300,cartservice,mem,38.7417
1692569360,cartservice,mem,40.2365
1692569420,cartservice,mem,34.7628
1692569480,cartservice,mem,41.6901
1692569540,cartservice,mem,40.6898
1692569600,cartservice,mem,42.6434
1692569660,cartservice,mem,35.2128
1692569720,cartservice,mem,40.6849
1692569780,cartservice,mem,39.283
1692569840,cartservice,mem,34.7648
1692569900,cartservice,mem,38.603
1692569960,cartservice,mem,39.8276
1692570020,cartservice,mem,41.5949
1692570080,cartservice,mem,40.3804
1692570140,cartservice,mem,38.9552
1692570200,cartservice,mem,40.8782
1692570260,cartservice,mem,39.7712
1692570320,cartservice,mem,38.687
1692570380,cartservice,mem,37.9468
1692570440,cartservice,mem,40.2857
1692570500,cartservice,mem,40.3018
1692570560,cartservice,mem,43.6715
1692570620,cartservice,mem,39.0856
1692570680,cartservice,mem,43.1985
1692570740,cartservice,mem,40.6921
1692569000,cartservice,latency,0.0559
1692569060,cartservice,latency,0.0454
1692569120,cartservice,latency,0.0456
1692569180,cartservice,latency,0.0484
1692569240,cartservice,latency,0.0545
1692569300,cartservice,latency,0.0509
1692569360,cartservice,latency,0.0538
1692569420,cartservice,latency,0.0516
1692569480,cartservice,latency,0.0551
1692569540,cartservice,latency,0.051
1692569600,cartservice,latency,0.0474
1692569660,cartservice,latency,0.0526
1692569720,cartservice,latency,0.0505
1692569780,cartservice,latency,0.0587
1692569840,cartservice,latency,0.0492
1692569900,cartservice,latency,0.0505
1692569960,cartservice,latency,0.0485
1692570020,cartservice,latency,0.0558
1692570080,cartservice,latency,0.0544
1692570140,cartservice,latency,0.0533
1692570200,cartservice,latency,0.0438
1692570260,cartservice,latency,0.0424
1692570320,cartservice,latency,0.0513
1692570380,cartservice,latency,0.0536
1692570440,cartservice,latency,0.0574
1692570500,cartservice,latency,0.041
1692570560,cartservice,latency,0.0491
1692570620,cartservice,latency,0.0415
1692570680,cartservice,latency,0.0452
1692570740,cartservice,latency,0.0489
1692569000,paymentservice,cpu,16.4445
1692569060,paymentservice,cpu,14.2101
1692569120,paymentservice,cpu,13.9227
1692569180,paymentservice,cpu,14.5203
1692569240,paymentservice,cpu,16.8865
1692569300,paymentservice,cpu,18.6239
1692569360,paymentservice,cpu,12.687
1692569420,paymentservice,cpu,14.5898
1692569480,paymentservice,cpu,14.3546
1692569540,paymentservice,cpu,16.7532
1692569600,paymentservice,cpu,15.6535
1692569660,paymentservice,cpu,17.3111
1692569720,paymentservice,cpu,13.4818
1692569780,paymentservice,cpu,15.0207
1692569840,paymentservice,cpu,14.3167
1692569900,paymentservice,cpu,13.3554
1692569960,paymentservice,cpu,14.7629
1692570020,paymentservice,cpu,13.2233
1692570080,paymentservice,cpu,18.2589
1692570140,paymentservice,cpu,15.6259
1692570200,paymentservice,cpu,13.4753
1692570260,paymentservice,cpu,14.0909
1692570320,paymentservice,cpu,17.599
1692570380,paymentservice,cpu,14.2828
1692570440,paymentservice,cpu,16.0412
1692570500,paymentservice,cpu,15.8755
1692570560,paymentservice,cpu,16.6391
1692570620,paymentservice,cpu,15.9521
1692570680,paymentservice,cpu,14.6848
1692570740,paymentservice,cpu,14.1128
1692569000,paymentservice,mem,36.4484
1692569060,paymentservice,mem,39.9047
1692569120,paymentservice,mem,40.2774
1692569180,paymentservice,mem,39.2796
1692569240,paymentservice,mem,39.7127
1692569300,paymentservice,mem,37.5721
1692569360,paymentservice,mem,44.3423
1692569420,paymentservice,mem,38.998
1692569480,paymentservice,mem,37.9292
1692569540,paymentservice,mem,38.806
1692569600,paymentservice,mem,39.6631
1692569660,paymentservice,mem,41.4838
1692569720,paymentservice,mem,35.1453
1692569780,paymentservice,mem,41.0315
1692569840,paymentservice,mem,38.7683
1692569900,paymentservice,mem,39.6415
1692569960,paymentservice,mem,42.0349
1692570020,paymentservice,mem,41.5334
1692570080,paymentservice,mem,38.6436
1692570140,paymentservice,mem,39.8145
1692570200,paymentservice,mem,43.748
1692570260,paymentservice,mem,42.7262
1692570320,paymentservice,mem,41.7415
1692570380,paymentservice,mem,40.0233
1692570440,paymentservice,mem,41.9316
1692570500,paymentservice,mem,40.8009
1692570560,paymentservice,mem,38.9096
1692570620,paymentservice,mem,38.0059
1692570680,paymentservice,mem,41.0541
1692570740,paymentservice,mem,40.773
1692569000,paymentservice,latency,0.0561
1692569060,paymentservice,latency,0.0476
1692569120,paymentservice,latency,0.057
1692569180,paymentservice,latency,0.0482
1692569240,paymentservice,latency,0.0563
1692569300,paymentservice,latency,0.0528
1692569360,paymentservice,latency,0.0471
1692569420,paymentservice,latency,0.0453
1692569480,paymentservice,latency,0.0494
1692569540,paymentservice,latency,0.0487
1692569600,paymentservice,latency,1.5914
1692569660,paymentservice,latency,1.5578
1692569720,paymentservice,latency,1.8535
1692569780,paymentservice,latency,2.055
1692569840,paymentservice,latency,0.0339
1692569900,paymentservice,latency,0.0669
1692569960,paymentservice,latency,2.1949
1692570020,paymentservice,latency,0.062
1692570080,paymentservice,latency,0.0636
1692570140,paymentservice,latency,1.8828
1692570200,paymentservice,latency,1.801
1692570260,paymentservice,latency,0.0431
1692570320,paymentservice,latency,1.8604
1692570380,paymentservice,latency,1.6099
1692570440,paymentservice,latency,0.1062
1692570500,paymentservice,latency,2.2189
1692570560,paymentservice,latency,1.6063
1692570620,paymentservice,latency,0.0583
1692570680,paymentservice,latency,1.6461
1692570740,paymentservice,latency,1.6105
